Gene	Num_Studies	Studies	Response	SB_count	SB_Response_Summary	SB_Ind_Responses	SB_CellFrac	TCPOBOP_count	TCPOBOP_Response_Summary	TCPOBOP_Ind_Responses	TCPOBOP_CellFrac	Background
MCFD2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
MCL1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MCM10	5	G21_SB:G21_TCPOBOP:G22:L17:M19	G21_SB_Male_AC_4:G21_TCPOBOP_Down_AC_0_FC_2:G22_110000000:L17_M27_D:M19_8_Robust_M	3	SexBiased_Male	M	01111	2	Induced_Both_Down_T27	F_D_T27,M_D_T27	0000011000	FALSE
MCM2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_3:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0020022020	FALSE
MCM3	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000002002	FALSE
MCM3AP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MCM4	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000022000	FALSE
MCM5	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_3:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000022020	FALSE
MCM6	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_2_FC_4:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0002222022	FALSE
MCMBP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MCMDC2	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_1:M19_NA_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000010000	FALSE
MCOLN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MCTP2	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_5:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2220222222	FALSE
MCU	1	L17	L17_M27_D	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MDFIC	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MDH2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MDM1	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MDM4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MDP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
ME1	3	G21_TCPOBOP:L17:M19	G21_TCPOBOP_Up_AC_1_FC_0:L17_M27_U:M19_1_WeakMismatch_M	1	Conflict	C	NA	2	Induced_Male_Both_T27	M_U_T27,M_D_T27	0000200000	FALSE
MED1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED12	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED17	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED20	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED21	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED23	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED28	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED29	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED7	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MED8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MEF2D	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MEGF9	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
MEIG1	3	G21_TCPOBOP:G22:L17	G21_TCPOBOP_Up_AC_3_FC_1:G22_010000000:L17_M27_U	1	SexBiased_Male	M	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	2220020000	FALSE
MEIOB	3	G21_SB:G22:M19_SSI	G21_SB_Female_AC_2:G22_222000022:M19_SSI	3	Conflict	F,I	02020	0	NotInduced	NA	NA	FALSE
MEN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MESP2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	2200022000	FALSE
METAP2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METRN	1	M19	M19_1_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
METTL1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
METTL14	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL16	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL21B	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
METTL22	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL23	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
METTL3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL6	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL7A1	1	G22	G22_100000000	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
METTL7B	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
METTL8	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
METTL9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MEX3C	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MFAP1A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MFAP1B	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MFF	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MFGE8	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
MFSD11	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_3_FC_4:L17_M3_U_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Up_Both	B_U_T27,M_U_B	0202222022	FALSE
MFSD2A	3	G21_TCPOBOP:G22:M19	G21_TCPOBOP_Up_AC_0_FC_1:G22_020000000:M19_NA_Robust_F	2	SexBiased_Female	F	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
MFSD3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MFSD7A	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_4_FC_4:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0222222022	FALSE
MFSD7B	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
MFSD7C	1	M19	M19_2_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MGA	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MGAT5	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
MGMT	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MGP	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_1_FC_0:M19_0_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	0010000000	FALSE
MGRN1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MGST1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
MGST3	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_0_FC_2:M19_4_Robust_F	1	SexBiased_Female	F	NA	1	Induced_Female_Down_T27	F_D_T27	0000011000	FALSE
MIA2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIB1	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MIB2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MICAL1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000020000	FALSE
MICAL2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
MICAL3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MID1IP1	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_3_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0222000000	FALSE
MIER1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIER2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIER3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIIP	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MILL2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0200000000	FALSE
MINK1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIOS	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MIR122	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_1_FC_2:L17_M27_D	0	NotSexBiased	NA	NA	2	Induced_Both_Down_T27	B_D_T27,M_D_T27	0010011000	FALSE
MIR17HG	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR1948	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	00001	0	NotInduced	NA	NA	FALSE
MIR1981	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR207	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0000200000	FALSE
MIR22HG	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
MIR24-2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
MIR292B	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0000100001	FALSE
MIR3073A	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
MIR3076	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0200000000	FALSE
MIR5125	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
MIR5132	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
MIR5136	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0002000020	FALSE
MIR5625	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000002000	FALSE
MIR568	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
MIR6392	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
MIR6904	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0020000000	FALSE
MIR6921	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR6972	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR7034	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR7036	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000001000	FALSE
MIR704	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_2_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	2000202000	FALSE
MIR7578	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	B_D_T27	0001000010	FALSE
MIR7659	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000001	FALSE
MIR7675	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0100000000	FALSE
MIR7678	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0010000000	FALSE
MIR802	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0200000002	FALSE
MIR8114	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
MIS18BP1	2	G22:L17	G22_000020000:L17_M27_U	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MITD1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MKI67	3	G21_SB:G21_TCPOBOP:L17	G21_SB_Female_AC_1:G21_TCPOBOP_Up_AC_0_FC_4:L17_M27_U_F3_U	1	SexBiased_Female	F	00002	2	Induced_Both_Up_Both	F_U_T27,B_U_B	0000002222	FALSE
MKX	2	G21_SB:G22	G21_SB_Female_AC_2:G22_200000000	2	SexBiased_Female	F	20002	0	NotInduced	NA	NA	FALSE
MLEC	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_1_FC_2:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	B_U_T27,M_D_T27	0020002002	FALSE
MLF2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MLLT1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MLLT10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MLLT3	2	G21_SB:G22	G21_SB_Female_AC_2:G22_020000000	2	SexBiased_Female	F	00022	0	NotInduced	NA	NA	FALSE
MLLT6	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
MLX	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MLXIPL	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_1	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	0200000020	FALSE
MMAB	1	G22	G22_020000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MMACHC	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MMADHC	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
MMD	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_2_FC_2:M19_1_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	B_D_T27	0110011000	FALSE
MMD2	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_2_FC_0:M19_6_Robust_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	0101000000	FALSE
MME	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MMGT2	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MMP14	2	G21_TCPOBOP:M19	G21_TCPOBOP_Down_AC_1_FC_0:M19_1_Weak_F	1	SexBiased_Female	F	NA	1	Induced_Male_Down_T27	M_D_T27	0000100000	FALSE
MMP15	1	G21_TCPOBOP	G21_TCPOBOP_Down_AC_0_FC_2	0	NotSexBiased	NA	NA	1	Induced_Female_Down_T27	F_D_T27	0000000011	FALSE
MMRN2	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MMS19	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MMS22L	2	G21_TCPOBOP:L17	G21_TCPOBOP_Up_AC_0_FC_1:L17_M27_U	0	NotSexBiased	NA	NA	2	Induced_Both_Both_T27	F_U_T27,M_D_T27	0000000020	FALSE
MN1	3	G21_SB:G22:M19	G21_SB_Male_AC_1:G22_110000000:M19_NA_Weak_M	3	SexBiased_Male	M	00010	0	NotInduced	NA	NA	FALSE
MNDA	1	M19	M19_NA_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MOB1A	2	G21_SB:L17	G21_SB_Male_AC_1:L17_M27_U	1	SexBiased_Male	M	00010	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MOB1B	1	L17	L17_M27_U	0	NotSexBiased	NA	NA	1	Induced_Male_Down_T27	M_D_T27	NA	FALSE
MOB4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MOCS1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MON1A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MON2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MORC2A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MORC3	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_3_FC_2	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	B_U_T27	2002200022	FALSE
MORC4	1	M19	M19_0_Weak_F	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MORF4L2	2	G21_TCPOBOP:M19_SSI	G21_TCPOBOP_Up_AC_2_FC_0:M19_SSI	1	SSI	I	NA	1	Induced_Male_Up_T27	M_U_T27	0002200000	FALSE
MOSPD2	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000020	FALSE
MOXD1	1	M19	M19_1_Robust_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
MPLKIP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPND	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPP1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPST	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPV17	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPV17L	1	M19	M19_1_Weak_M	1	SexBiased_Male	M	NA	0	NotInduced	NA	NA	FALSE
MPV17L2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MPZL3	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRAP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MREG	2	G21_TCPOBOP:L17	G21_TCPOBOP_Down_AC_0_FC_2:L17_F3_D	0	NotSexBiased	NA	NA	2	Induced_Female_Down_Both	F_D_T27,F_D_T3	0000011000	FALSE
MRGBP	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRGPRE	1	G21_SB	G21_SB_Male_AC_1	1	SexBiased_Male	M	10000	0	NotInduced	NA	NA	FALSE
MRI1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MROH9	1	G22	G22_220000000	1	SexBiased_Female	F	NA	0	NotInduced	NA	NA	FALSE
MRPL1	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL10	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL16	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL18	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL19	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL20	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_1_FC_0	0	NotSexBiased	NA	NA	1	Induced_Male_Up_T27	M_U_T27	0002000000	FALSE
MRPL21	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL22	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL28	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL30	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL32	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL33	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL36	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL37	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL38	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL39	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL4	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL41	1	G21_TCPOBOP	G21_TCPOBOP_Up_AC_0_FC_1	0	NotSexBiased	NA	NA	1	Induced_Female_Up_T27	F_U_T27	0000000002	FALSE
MRPL43	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL47	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL53	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL54	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL55	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPL9	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS11	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS12	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS18A	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS2	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS21	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS22	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS23	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
MRPS24	1	M19_SSI	M19_SSI	1	SSI	I	NA	0	NotInduced	NA	NA	TRUE
